"cohort","rfid","sex","labanimalid","esc11_14_mean","mean_sha_last3","pr01","pr02","pr03","shock03","lga_11_age","sha_08_age","pr_01_age","pr_02_age","pr_03_age","shock_03_age","lga_11_box","pr_01_box","pr_02_box","pr_03_box","sha_08_box","shock_03_box","add_ind"
"C07","933000320046148","M","M756",101.75,0.666666666666667,0,15,16,4,104,83,88,110,117,112,"MED1113-4","MED1113-4","MED1113-4","MED1113-4","MED1113-4","BSB273B-14",0.25517130131181
"C07","933000320046376","F","F720",130.75,0,0,3,14,17,98,77,82,104,111,106,"MED1112-4","MED1112-4","MED1112-4","MED1112-4","MED1112-4","BSB273B-4",1.07040003537361
"C07","933000320046377","F","F710",31.5,32,11,10,5,14,97,76,81,103,110,105,"MED1110-10","MED1110-10","MED1110-10","MED1110-10","MED1110-10","BSB273B-2",0.703046939536602
"C07","933000320046379","M","M769",45.5,13,3,9,12,9,97,76,81,103,110,105,"MED1114-1","MED1114-1","MED1114-1","MED1114-1","MED1114-1","BSB273B-11",-0.12293491478846
"C07","933000320046382","F","F709",6.5,45,12,14,12,10,97,76,81,103,110,105,"MED1110-9","MED1110-9","MED1110-9","MED1110-9","MED1110-9","BSB273B-1",0.473974504729203
"C07","933000320046390","M","M758",22,3.66666666666667,3,2,9,1,98,77,82,104,111,106,"MED1113-6","MED1113-6","MED1113-6","MED1113-6","MED1113-6","BSB273B-16",-0.807021510180154
"C07","933000320046393","F","F719",-10,41.6666666666667,12,15,11,12,98,77,82,104,111,106,"MED1112-3","MED1112-3","MED1112-3","MED1112-3","MED1112-3","BSB273B-3",0.722814376955411
"C07","933000320046397","M","M776",11,5.66666666666667,5,12,10,2,98,77,82,104,111,106,"MED1114-8","MED1114-8","MED1114-8","MED1114-8","MED1114-8","BSB273B-10",-0.187072508943878
"C07","933000320046605","F","F701",6,41.6666666666667,11,19,17,19,100,79,84,106,113,108,"MED1110-1","MED1110-1","MED1110-1","MED1110-1","MED1110-1","BSB273B-1",2.09081392691807
"C07","933000320046608","F","F714",8.75,2,3,2,2,1,101,80,85,107,114,109,"MED1110-14","MED1110-14","MED1110-14","MED1110-14","MED1110-14","BSB273B-6",-1.27513404891669
"C07","933000320046609","M","M759",-29.25,43.6666666666667,14,12,12,21,100,79,84,106,113,108,"MED1113-7","MED1113-7","MED1113-7","MED1113-7","MED1113-7","BSB273B-9",0.755857232934413
"C07","933000320046611","M","M768",-1.75,0.333333333333333,1,0,1,0,101,80,85,107,114,109,"MED1113-16","MED1113-16","MED1113-16","MED1113-16","MED1113-16","BSB273B-10",-1.35805599628599
"C07","933000320046613","F","F702",112.5,1.33333333333333,2,12,3,10,100,79,84,106,113,108,"MED1110-2","MED1110-2","MED1110-2","MED1110-2","MED1110-2","BSB273B-2",0.316312291784088
"C07","933000320046615","M","M760",12,19.6666666666667,7,11,16,2,101,80,85,107,114,109,"MED1113-8","MED1113-8","MED1113-8","MED1113-8","MED1113-8","BSB273B-10",0.266695064234451
"C08","933000320046904","F","F819",-4,41.3333333333333,5,16,11,4,99,77,84,105,111,107,"BSB273C-3","BSB273C-3","BSB273C-3","BSB273C-3","BSB273C-3","BSB273B-3",0.535095142314232
"C08","933000320046907","F","F817",17,45.3333333333333,11,13,14,38,99,77,84,105,111,107,"BSB273C-1","BSB273C-1","BSB273C-1","BSB273C-1","BSB273C-1","BSB273B-1",0.68299240851439
"C08","933000320046910","M","M856",116,26.6666666666667,12,17,16,35,99,77,84,105,111,107,"BSB273D-4","BSB273D-4","BSB273D-4","BSB273D-4","BSB273D-4","BSB273B-14",2.05493630587221
"C08","933000320046915","M","M860",11.5,29,9,3,0,11,98,76,83,104,110,106,"BSB273D-8","BSB273D-8","BSB273D-8","BSB273D-8","BSB273D-8","BSB273B-10",0.0375167998245041
"C08","933000320046919","F","F809",83.5,8.33333333333333,2,10,12,20,99,77,84,105,111,107,"BSB273B-9","BSB273B-9","BSB273B-9","BSB273B-9","BSB273B-9","BSB273B-1",-0.096714232453722
"C08","933000320046920","M","M857",-1,1.33333333333333,0,0,1,1,99,77,84,105,111,107,"BSB273D-5","BSB273D-5","BSB273D-5","BSB273D-5","BSB273D-5","BSB273B-15",-1.08227156054421
"C08","933000320046922","M","M855",90.5,1.33333333333333,0,0,15,29,99,77,84,105,111,107,"BSB273D-3","BSB273D-3","BSB273D-3","BSB273D-3","BSB273D-3","BSB273B-13",1.38095223351529
"C08","933000320046923","F","F816",18,16.6666666666667,0,15,11,1,98,76,83,104,110,106,"BSB273B-16","BSB273B-16","BSB273B-16","BSB273B-16","BSB273B-16","BSB273B-8",-0.18133588560758
"C08","933000320047103","F","F802",62.25,21,6,0,13,2,94,72,79,100,106,102,"BSB273B-2","BSB273B-2","BSB273B-2","BSB273B-2","BSB273B-2","BSB273B-2",-0.156631998150898
"C08","933000320047104","M","M854",-12.25,7.33333333333333,0,1,1,1,94,72,79,100,106,102,"BSB273D-2","BSB273D-2","BSB273D-2","BSB273D-2","BSB273D-2","BSB273B-12",-1.07650652874216
"C08","933000320047108","F","F810",29.75,0.333333333333333,0,14,13,59,97,75,82,103,109,105,"BSB273B-10","BSB273B-10","BSB273B-10","BSB273B-10","BSB273B-10","BSB273B-2",0.474053228583572
"C08","933000320047110","F","F815",6.25,2.33333333333333,3,11,13,63,97,75,82,103,109,105,"BSB273B-15","BSB273B-15","BSB273B-15","BSB273B-15","BSB273B-15","BSB273B-7",0.204448190521166
"C08","933000320047111","F","F813",7.25,53.6666666666667,12,12,12,32,94,72,79,100,106,102,"BSB273B-13","BSB273B-13","BSB273B-13","BSB273B-13","BSB273B-13","BSB273B-5",0.236765387844235
"C08","933000320047112","M","M875",24.25,11.3333333333333,1,3,0,16,94,72,79,100,106,102,"BSB273E-7","BSB273E-7","BSB273E-7","BSB273E-7","BSB273E-7","BSB273B-9",-0.00755890755030986
"C08","933000320047114","M","M852",-4.5,8,2,1,3,5,95,73,80,101,107,103,"BSB273C-16","BSB273C-16","BSB273C-16","BSB273C-16","BSB273C-16","BSB273B-10",-0.894004125788765
"C08","933000320047115","M","M858",78.25,34.3333333333333,2,10,12,5,97,75,82,103,109,105,"BSB273D-6","BSB273D-6","BSB273D-6","BSB273D-6","BSB273D-6","BSB273B-16",0.0971431231103723
"C08","933000320047116","M","M859",-5.25,25,6,0,0,11,97,75,82,103,109,105,"BSB273D-7","BSB273D-7","BSB273D-7","BSB273D-7","BSB273D-7","BSB273B-9",-0.0376150826161956
"C08","933000320047119","F","F829",6,44.3333333333333,15,14,9,27,94,72,79,100,106,102,"BSB273C-13","BSB273C-13","BSB273C-13","BSB273C-13","BSB273C-13","BSB273B-5",0.431602246855774
"C08","933000320047121","F","F820",57.6666666666667,47,6,5,12,21,95,73,80,101,107,103,"BSB273C-4","BSB273C-4","BSB273C-4","BSB273C-4","BSB273C-4","BSB273B-4",0.483222238201809
"C08","933000320047126","F","F812",-147,84.3333333333333,3,9,0,1,102,80,87,108,114,110,"BSB273B-12","BSB273B-12","BSB273B-12","BSB273B-12","BSB273B-12","BSB273B-4",-1.35201769736421
"C08","933000320047127","F","F822",109.25,1.66666666666667,2,12,14,24,102,80,87,108,114,110,"BSB273C-6","BSB273C-6","BSB273C-6","BSB273C-6","BSB273C-6","BSB273B-6",0.412293538180427
"C08","933000320047129","F","F811",22,40,8,13,12,4,101,79,86,107,113,109,"BSB273B-11","BSB273B-11","BSB273B-11","BSB273B-11","BSB273B-11","BSB273B-3",0.102723553777937
"C08","933000320047130","M","M862",25.5,21.6666666666667,1,7,0,0,102,80,87,108,114,110,"BSB273D-10","BSB273D-10","BSB273D-10","BSB273D-10","BSB273D-10","BSB273B-12",NA
"C08","933000320047132","M","M867",-4.75,5.33333333333333,2,2,2,10,101,79,86,107,113,109,"BSB273D-15","BSB273D-15","BSB273D-15","BSB273D-15","BSB273D-15","BSB273B-9",-0.710062526439017
"C08","933000320047135","F","F826",57,25.6666666666667,5,14,13,22,101,79,86,107,113,109,"BSB273C-10","BSB273C-10","BSB273C-10","BSB273C-10","BSB273C-10","BSB273B-2",0.467753008555947
"C08","933000320047136","M","M864",-7.25,17.6666666666667,7,3,14,23,102,80,87,108,114,110,"BSB273D-12","BSB273D-12","BSB273D-12","BSB273D-12","BSB273D-12","BSB273B-14",0.801352042390679
"C08","933000320047143","F","F827",30.25,29.6666666666667,4,10,0,2,102,80,87,108,114,110,"BSB273C-11","BSB273C-11","BSB273C-11","BSB273C-11","BSB273C-11","BSB273B-3",NA
"C08","933000320047144","M","M861",-9.25,5.33333333333333,1,0,2,0,102,80,87,108,114,110,"BSB273D-9","BSB273D-9","BSB273D-9","BSB273D-9","BSB273D-9","BSB273B-11",-1.06244799432366
"C08","933000320047147","F","F824",14.75,34.3333333333333,12,12,14,3,102,80,87,108,114,110,"BSB273C-8","BSB273C-8","BSB273C-8","BSB273C-8","BSB273C-8","BSB273B-8",0.0111260857384633
"C08","933000320047150","M","M869",9.25,12,5,6,2,3,102,80,87,108,114,110,"BSB273E-1","BSB273E-1","BSB273E-1","BSB273E-1","BSB273E-1","BSB273B-11",-0.576876125683093
"C08","933000320047252","F","F830",30.5,21,7,0,0,21,93,71,78,99,105,101,"BSB273C-14","BSB273C-14","BSB273C-14","BSB273C-14","BSB273C-14","BSB273B-6",-0.709664386453277
"C08","933000320047254","F","F806",NA,0,0,0,0,0,NA,72,79,100,106,102,NA,"BSB273B-6","BSB273B-6","BSB273B-6","BSB273B-6","BSB273B-6",NA
"C08","933000320047259","M","M880",8.33333333333333,4,2,7,8,24,94,72,79,100,106,102,"BSB273E-12","BSB273E-12","BSB273E-12","BSB273E-12","BSB273E-12","BSB273B-14",0.354729653804635
"C08","933000320047260","M","M879",32.5,33.3333333333333,10,16,18,16,94,72,79,100,106,102,"BSB273E-11","BSB273E-11","BSB273E-11","BSB273E-11","BSB273E-11","BSB273B-13",1.40958742721809
"C08","933000320047264","F","F814",89.5,30.3333333333333,4,2,2,3,93,71,78,99,105,101,"BSB273B-14","BSB273B-14","BSB273B-14","BSB273B-14","BSB273B-14","BSB273B-6",-0.212370885548126
"C08","933000320047268","F","F837",25.75,40.3333333333333,11,13,11,42,94,72,79,100,106,102,"BSB273C-9","BSB273C-9","BSB273C-9","BSB273C-9","BSB273C-9","BSB273B-1",0.581581477163483
"C08","933000320047275","M","M873",20.5,1,0,1,4,1,93,71,78,99,105,101,"BSB273E-5","BSB273E-5","BSB273E-5","BSB273E-5","BSB273E-5","BSB273B-15",-0.806415053566767
"C08","933000320047277","M","M863",53.5,1.33333333333333,1,0,1,15,100,78,85,106,112,108,"BSB273D-11","BSB273D-11","BSB273D-11","BSB273D-11","BSB273D-11","BSB273B-13",-0.106471167759033
"C08","933000320047280","F","F828",70,27.3333333333333,6,17,8,39,100,78,85,106,112,108,"BSB273C-12","BSB273C-12","BSB273C-12","BSB273C-12","BSB273C-12","BSB273B-4",1.24606666245646
"C08","933000320047281","M","M868",88,13,4,14,14,14,100,78,85,106,112,108,"BSB273D-16","BSB273D-16","BSB273D-16","BSB273D-16","BSB273D-16","BSB273B-10",0.905191662977262
"C08","933000320047283","M","M853",81,7.66666666666667,2,0,3,0,100,78,85,106,112,108,"BSB273D-1","BSB273D-1","BSB273D-1","BSB273D-1","BSB273D-1","BSB273B-11",-1.0292956951844
"C08","933000320047286","F","F818",50.75,3.66666666666667,0,10,7,24,100,78,85,106,112,108,"BSB273C-2","BSB273C-2","BSB273C-2","BSB273C-2","BSB273C-2","BSB273B-2",-0.0840238109735066
"C08","933000320047287","M","M865",3,11.6666666666667,3,9,8,3,101,79,86,107,113,109,"BSB273D-13","BSB273D-13","BSB273D-13","BSB273D-13","BSB273D-13","BSB273B-15",-0.3788677456982
"C08","933000320047288","F","F821",43.5,3.33333333333333,2,1,6,35,100,78,85,106,112,108,"BSB273C-5","BSB273C-5","BSB273C-5","BSB273C-5","BSB273C-5","BSB273B-5",-0.422077854236264
"C08","933000320047290","M","M866",-2.75,0.666666666666667,1,2,5,2,100,78,85,106,112,108,"BSB273D-14","BSB273D-14","BSB273D-14","BSB273D-14","BSB273D-14","BSB273B-16",-0.975437431023904
"C08","933000320047293","M","M851",60.25,3.66666666666667,2,1,1,4,100,78,85,106,112,108,"BSB273C-15","BSB273C-15","BSB273C-15","BSB273C-15","BSB273C-15","BSB273B-9",-0.562455508899673
"C08","933000320047295","F","F823",32.25,27.3333333333333,10,11,10,8,100,78,85,106,112,108,"BSB273C-7","BSB273C-7","BSB273C-7","BSB273C-7","BSB273C-7","BSB273B-7",-0.349015432913863
"C08","933000320047312","F","F805",24.75,44.6666666666667,9,4,6,44,91,69,76,97,103,99,"BSB273B-5","BSB273B-5","BSB273B-5","BSB273B-5","BSB273B-5","BSB273B-5",0.421665614285921
"C08","933000320047313","M","M874",-29.75,46,5,12,12,5,91,69,76,97,103,99,"BSB273E-6","BSB273E-6","BSB273E-6","BSB273E-6","BSB273E-6","BSB273B-16",-0.0623208639614321
"C08","933000320047321","M","M876",51.75,12.6666666666667,6,2,14,14,91,69,76,97,103,99,"BSB273E-8","BSB273E-8","BSB273E-8","BSB273E-8","BSB273E-8","BSB273B-10",0.678158189858083
"C08","933000320047462","M","M872",30,8,6,2,11,17,94,72,79,100,106,102,"BSB273E-4","BSB273E-4","BSB273E-4","BSB273E-4","BSB273E-4","BSB273B-14",0.351685198601089
"C08","933000320047464","M","M878",66.5,3.33333333333333,2,10,0,1,94,72,79,100,106,102,"BSB273E-10","BSB273E-10","BSB273E-10","BSB273E-10","BSB273E-10","BSB273B-12",NA
"C08","933000320047470","F","F803",0.25,1.66666666666667,1,9,0,4,94,72,79,100,106,102,"BSB273B-3","BSB273B-3","BSB273B-3","BSB273B-3","BSB273B-3","BSB273B-3",-1.33758984174784
"C08","933000320047471","M","M870",7.75,57.6666666666667,4,8,10,3,95,73,80,101,107,103,"BSB273E-2","BSB273E-2","BSB273E-2","BSB273E-2","BSB273E-2","BSB273B-12",0.275377883144539
"C08","933000320047475","F","F804",77,2.66666666666667,2,4,8,12,94,72,79,100,106,102,"BSB273B-4","BSB273B-4","BSB273B-4","BSB273B-4","BSB273B-4","BSB273B-4",-0.317250619738938
"C08","933000320047476","M","M871",40.5,16,4,8,2,18,92,70,77,98,104,100,"BSB273E-3","BSB273E-3","BSB273E-3","BSB273E-3","BSB273E-3","BSB273B-13",0.559095039623774
"C08","933000320047477","F","F801",33,34,10,13,12,26,91,69,76,97,103,99,"BSB273B-1","BSB273B-1","BSB273B-1","BSB273B-1","BSB273B-1","BSB273B-1",0.298010134379288
"C08","933000320047490","F","F808",43.25,13,2,1,0,1,92,70,77,98,104,100,"BSB273B-8","BSB273B-8","BSB273B-8","BSB273B-8","BSB273B-8","BSB273B-8",-1.09204379650893
"C08","933000320047497","F","F807",176,1,0,2,4,10,92,70,77,98,104,100,"BSB273B-7","BSB273B-7","BSB273B-7","BSB273B-7","BSB273B-7","BSB273B-7",0.0286652579556748
"C08","933000320047500","M","M877",14.75,15,4,15,14,3,92,70,77,98,104,100,"BSB273E-9","BSB273E-9","BSB273E-9","BSB273E-9","BSB273E-9","BSB273B-11",0.462880757840295
"C09","933000320047165","F","F936",66.75,2.66666666666667,2,7,0,9,90,70,75,96,100,98,"BSB273B-1","BSB273B-1","BSB273B-1","BSB273B-1","BSB273B-1","BSB273B-1",-0.516822013021744
"C09","933000320047595","F","F902",-260.25,7.33333333333333,4,9,4,24,96,76,81,102,106,104,"BSB273B-2","BSB273B-2","BSB273B-2","BSB273B-2","BSB273B-2","BSB273B-2",0.236427355554027
"C09","933000320047383","F","F934",-7.5,10.3333333333333,4,3,3,16,89,69,74,95,99,97,"BSB273B-3","BSB273B-3","BSB273B-3","BSB273B-3","BSB273B-3","BSB273B-3",-0.0422236068698977
"C09","933000320047598","F","F904",46,31,8,12,5,18,93,73,78,99,103,101,"BSB273B-4","BSB273B-4","BSB273B-4","BSB273B-4","BSB273B-4","BSB273B-4",0.852442891196477
"C09","933000320046822","F","F905",124,0,1,14,15,13,97,77,82,103,107,105,"BSB273B-5","BSB273B-5","BSB273B-5","BSB273B-5","BSB273B-5","BSB273B-5",0.558994447757843
"C09","933000320046823","F","F906",110,11,3,12,4,7,97,77,82,103,107,105,"BSB273B-6","BSB273B-6","BSB273B-6","BSB273B-6","BSB273B-6","BSB273B-6",0.193924244692323
"C09","933000320047584","F","F907",75,0,0,23,0,3,95,75,80,101,105,103,"BSB273B-7","BSB273B-7","BSB273B-7","BSB273B-7","BSB273B-7","BSB273B-7",0.28426119911936
"C09","933000320047583","F","F908",-161,22.3333333333333,8,3,0,1,96,76,81,102,106,104,"BSB273B-8","BSB273B-8","BSB273B-8","BSB273B-8","BSB273B-8","BSB273B-8",-1.20797522707069
"C09","933000320046818","F","F909",22.75,23,6,13,11,14,97,77,82,103,107,105,"BSB273B-9","BSB273B-9","BSB273B-9","BSB273B-9","BSB273B-9","BSB273B-1",0.443318465430124
"C09","933000320047592","F","F910",17.5,20.6666666666667,7,15,14,14,96,76,81,102,106,104,"BSB273B-10","BSB273B-10","BSB273B-10","BSB273B-10","BSB273B-10","BSB273B-2",0.69081960888106
"C09","933000320047169","F","F911",-20.75,31,6,0,0,6,90,70,75,96,100,98,"BSB273B-11","BSB273B-11","BSB273B-11","BSB273B-11","BSB273B-11","BSB273B-3",-1.22892029277297
"C09","933000320047011","F","F912",71.5,35.3333333333333,3,9,12,12,92,72,77,98,102,100,"BSB273B-12","BSB273B-12","BSB273B-12","BSB273B-12","BSB273B-12","BSB273B-4",0.333520350806049
"C09","933000320047017","F","F913",104.75,7,2,12,11,10,92,72,77,98,102,100,"BSB273B-13","BSB273B-13","BSB273B-13","BSB273B-13","BSB273B-13","BSB273B-5",0.259398030523995
"C09","933000320047167","F","F914",-23.5,6.66666666666667,5,NA,NA,NA,90,70,75,NA,NA,NA,"BSB273B-14","BSB273B-14",NA,NA,"BSB273B-14",NA,NA
"C09","933000320046842","F","F915",7,44.3333333333333,8,10,10,7,92,72,77,98,102,100,"BSB273B-15","BSB273B-15","BSB273B-15","BSB273B-15","BSB273B-15","BSB273B-7",-0.113779911147299
"C09","933000320047154","F","F916",1.75,29.3333333333333,10,14,NA,NA,90,70,75,96,NA,NA,"BSB273B-16","BSB273B-16","BSB273B-16",NA,"BSB273B-16",NA,NA
"C09","933000320046831","F","F917",-12,15,5,NA,NA,NA,94,74,79,NA,NA,NA,"BSB273C-1","BSB273C-1",NA,NA,"BSB273C-1",NA,NA
"C09","933000320046832","F","F918",-15.5,9.33333333333333,1,7,12,4,89,69,74,95,99,97,"BSB273C-2","BSB273C-2","BSB273C-2","BSB273C-2","BSB273C-2","BSB273B-2",-0.585066725005251
"C09","933000320047331","F","F919",17.75,27.6666666666667,11,13,15,18,98,78,83,104,108,106,"BSB273C-3","BSB273C-3","BSB273C-3","BSB273C-3","BSB273C-3","BSB273B-3",0.560346599497551
"C09","933000320047049","F","F920",-11.75,3,1,0,0,4,100,80,85,106,110,108,"BSB273C-4","BSB273C-4","BSB273C-4","BSB273C-4","BSB273C-4","BSB273B-4",-1.57061155700474
"C09","933000320047333","F","F921",-7.25,4.33333333333333,4,2,2,7,98,78,83,104,108,106,"BSB273C-5","BSB273C-5","BSB273C-5","BSB273C-5","BSB273C-5","BSB273B-5",-1.30223145171375
"C09","933000320047337","F","F922",-15.5,9.66666666666667,6,0,0,6,98,78,83,104,108,106,"BSB273C-6","BSB273C-6","BSB273C-6","BSB273C-6","BSB273C-6","BSB273B-6",-1.32702890555453
"C09","933000320047346","F","F923",6.75,28,11,8,8,20,98,78,83,104,108,106,"BSB273C-7","BSB273C-7","BSB273C-7","BSB273C-7","BSB273C-7","BSB273B-7",0.110480191837002
"C09","933000320047031","F","F924",NA,16.3333333333333,4,NA,NA,NA,NA,80,85,NA,NA,NA,NA,"BSB273C-8",NA,NA,"BSB273C-8",NA,NA
"C09","933000320047338","F","F925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C09","933000320047327","F","F926",19.25,21,6,15,12,6,98,78,83,104,108,106,"BSB273C-10","BSB273C-10","BSB273C-10","BSB273C-10","BSB273C-10","BSB273B-2",-0.0627666181612495
"C09","933000320047335","F","F927",34,29,9,9,9,28,98,78,83,104,108,106,"BSB273C-11","BSB273C-11","BSB273C-11","BSB273C-11","BSB273C-11","BSB273B-3",0.779336188443962
"C09","933000320047330","F","F928",8.5,43.3333333333333,14,9,4,22,98,78,83,104,108,106,"BSB273C-12","BSB273C-12","BSB273C-12","BSB273C-12","BSB273C-12","BSB273B-4",0.39196837882881
"C09","933000320047376","F","F935",38.75,13.3333333333333,7,14,6,32,89,69,74,95,99,97,"BSB273C-13","BSB273C-13","BSB273C-13","BSB273C-13","BSB273C-13","BSB273B-5",1.49393476944526
"C09","933000320047387","F","F930",23,36.6666666666667,12,12,12,20,89,69,74,95,99,97,"BSB273C-14","BSB273C-14","BSB273C-14","BSB273C-14","BSB273C-14","BSB273B-6",0.768253586308284
"C09","933000320047341","M","M951",40.5,10.3333333333333,5,2,2,0,98,78,83,104,108,106,"BSB273C-15","BSB273C-15","BSB273C-15","BSB273C-15","BSB273C-15","BSB273B-9",-0.574980380161673
"C09","933000320047332","M","M952",-9.5,10.3333333333333,3,1,3,1,98,78,83,104,108,106,"BSB273C-16","BSB273C-16","BSB273C-16","BSB273C-16","BSB273C-16","BSB273B-10",-1.37114488313021
"C09","933000320047037","M","M953",-1.5,0.666666666666667,2,2,0,0,101,81,86,107,111,109,"BSB273D-1","BSB273D-1","BSB273D-1","BSB273D-1","BSB273D-1","BSB273B-11",-1.51660024162504
"C09","933000320047045","M","M954",46,2.66666666666667,1,10,1,1,98,78,83,104,108,106,"BSB273D-2","BSB273D-2","BSB273D-2","BSB273D-2","BSB273D-2","BSB273B-12",-0.428496158264631
"C09","933000320047040","M","M955",-5,14,8,15,14,20,100,80,85,106,110,108,"BSB273D-3","BSB273D-3","BSB273D-3","BSB273D-3","BSB273D-3","BSB273B-13",1.38887690503092
"C09","933000320047340","M","M956",5.75,23.3333333333333,14,12,13,10,98,78,83,104,108,106,"BSB273D-4","BSB273D-4","BSB273D-4","BSB273D-4","BSB273D-4","BSB273B-14",0.624806521119531
"C09","933000320047342","M","M957",22.25,12,5,9,5,1,98,78,83,104,108,106,"BSB273D-5","BSB273D-5","BSB273D-5","BSB273D-5","BSB273D-5","BSB273B-15",-0.0462726425210639
"C09","933000320047006","M","M987",39.5,16.3333333333333,7,14,12,5,94,74,79,100,104,102,"BSB273D-6","BSB273D-6","BSB273D-6","BSB273D-6","BSB273D-6","BSB273B-16",0.455059816957068
"C09","933000320047164","M","M988",11.25,17.6666666666667,6,1,1,7,90,70,75,96,100,98,"BSB273D-7","BSB273D-7","BSB273D-7","BSB273D-7","BSB273D-7","BSB273B-9",-0.486582776858038
"C09","933000320047582","M","M960",1.25,24.6666666666667,11,5,17,20,96,76,81,102,106,104,"BSB273D-8","BSB273D-8","BSB273D-8","BSB273D-8","BSB273D-8","BSB273B-10",1.47761030050507
"C09","933000320046815","M","M961",77.25,0,1,5,0,4,97,77,82,103,107,105,"BSB273D-9","BSB273D-9","BSB273D-9","BSB273D-9","BSB273D-9","BSB273B-11",-0.477121656591574
"C09","933000320046801","M","M962",111,5.66666666666667,3,12,4,9,97,77,82,103,107,105,"BSB273D-10","BSB273D-10","BSB273D-10","BSB273D-10","BSB273D-10","BSB273B-12",0.648426552113985
"C09","933000320047593","M","M963",49.5,9.66666666666667,3,9,1,6,93,73,78,99,103,101,"BSB273D-11","BSB273D-11","BSB273D-11","BSB273D-11","BSB273D-11","BSB273B-13",0.264083673395445
"C09","933000320047166","M","M964",-11,2,1,1,7,3,90,70,75,96,100,98,"BSB273D-12","BSB273D-12","BSB273D-12","BSB273D-12","BSB273D-12","BSB273B-14",-1.01231004937279
"C09","933000320046812","M","M965",53.75,9.33333333333333,6,10,9,7,97,77,82,103,107,105,"BSB273D-13","BSB273D-13","BSB273D-13","BSB273D-13","BSB273D-13","BSB273B-15",0.152024207898907
"C09","933000320047600","M","M966",-158,32,15,7,4,4,96,76,81,102,106,104,"BSB273D-14","BSB273D-14","BSB273D-14","BSB273D-14","BSB273D-14","BSB273B-16",-0.843591232819331
"C09","933000320046814","M","M967",34.5,13.6666666666667,8,7,8,6,97,77,82,103,107,105,"BSB273D-15","BSB273D-15","BSB273D-15","BSB273D-15","BSB273D-15","BSB273B-9",0.00121954924145878
"C09","933000320047581","M","M968",-18.75,20,9,3,3,13,96,76,81,102,106,104,"BSB273D-16","BSB273D-16","BSB273D-16","BSB273D-16","BSB273D-16","BSB273B-10",-0.504035212530652
"C09","933000320046841","M","M969",-25.25,8.66666666666667,4,5,4,2,92,72,77,98,102,100,"BSB273E-1","BSB273E-1","BSB273E-1","BSB273E-1","BSB273E-1","BSB273B-11",-0.689703617460262
"C09","933000320047171","M","M970",39.5,9.33333333333333,3,11,8,11,90,70,75,96,100,98,"BSB273E-2","BSB273E-2","BSB273E-2","BSB273E-2","BSB273E-2","BSB273B-12",0.46548523707556
"C09","933000320047162","M","M971",103,2.33333333333333,1,8,1,1,90,70,75,96,100,98,"BSB273E-3","BSB273E-3","BSB273E-3","BSB273E-3","BSB273E-3","BSB273B-13",-0.205090373143187
"C09","933000320046847","M","M972",-30.25,36,15,14,16,10,89,69,74,95,99,97,"BSB273E-4","BSB273E-4","BSB273E-4","BSB273E-4","BSB273E-4","BSB273B-14",0.65125906096059
"C09","933000320047001","M","M973",-3,0.333333333333333,0,0,0,1,92,72,77,98,102,100,"BSB273E-5","BSB273E-5","BSB273E-5","BSB273E-5","BSB273E-5","BSB273B-15",-1.6030890501967
"C09","933000320046833","M","M974",-44.5,56,12,NA,NA,NA,89,69,74,NA,NA,NA,"BSB273E-6","BSB273E-6",NA,NA,"BSB273E-6",NA,NA
"C09","933000320047019","M","M975",58.25,6,6,13,15,3,92,72,77,98,102,100,"BSB273E-7","BSB273E-7","BSB273E-7","BSB273E-7","BSB273E-7","BSB273B-9",0.336266590753089
"C09","933000320047172","M","M976",77.25,5.33333333333333,0,12,12,9,90,70,75,96,100,98,"BSB273E-8","BSB273E-8","BSB273E-8","BSB273E-8","BSB273E-8","BSB273B-10",0.328483892003505
"C09","933000320047152","M","M977",51,12,3,13,11,3,90,70,75,96,100,98,"BSB273E-9","BSB273E-9","BSB273E-9","BSB273E-9","BSB273E-9","BSB273B-11",0.125278682879003
"C09","933000320047339","M","M979",30.5,23,7,12,19,14,98,78,83,104,108,106,"BSB273E-11","BSB273E-11","BSB273E-11","BSB273E-11","BSB273E-11","BSB273B-13",1.16010103898155
"C09","933000320047009","M","M980",NA,14,5,NA,NA,NA,NA,78,83,NA,NA,NA,NA,"BSB273E-12",NA,NA,"BSB273E-12",NA,NA
